-37518,-42747,-45587,-83423,-9258,-12450,-11507,-11228,-15613,-11840,-10371,-11282,-7940,-12490,-12501,-11492,-12195,-13010,-13789,-14752,-11867
-37404,-42633,-45855,-83453,-9531,-12486,-11597,-11354,-15662,-11958,-10369,-11023,-8050,-12244,-12689,-11011,-12123,-12886,-13792,-14638,-12209
-37668,-42611,-45901,-83576,-9656,-12665,-11619,-10980,-15429,-12086,-10460,-11171,-7789,-11916,-12751,-11161,-12407,-12817,-13515,-14174,-12164
-37787,-42745,-46021,-83446,-9908,-12512,-11707,-10798,-15002,-12343,-10733,-10937,-7631,-11653,-13125,-11292,-12454,-12771,-13133,-14022,-12332
-37970,-42971,-46008,-83293,-10045,-12632,-12029,-10853,-14199,-12500,-11008,-10692,-7607,-11235,-13385,-11619,-12637,-12599,-13165,-13746,-12942
-38040,-43196,-45905,-83379,-10492,-12843,-12419,-11017,-13729,-12557,-11135,-10701,-7645,-11059,-13625,-11719,-12373,-12696,-13249,-13265,-13245
-38332,-43264,-46076,-83616,-10734,-12832,-12570,-11458,-13309,-12474,-11386,-10367,-7797,-11030,-13698,-11961,-12492,-12851,-13106,-13192,-13443
-38162,-43485,-46052,-83574,-11112,-13283,-12508,-12008,-13344,-12340,-11373,-10277,-8097,-11184,-13782,-11918,-12648,-13090,-13183,-13536,-13164
-38248,-43216,-45938,-83643,-11121,-13115,-12770,-12383,-13457,-12033,-11318,-10070,-8180,-11745,-13605,-11817,-12712,-12918,-13588,-13884,-12789
-38122,-42979,-45925,-83784,-11115,-13060,-12960,-12632,-14065,-12002,-11118,-10077,-8016,-11826,-13435,-11932,-12595,-13064,-13589,-14356,-12473
-38030,-42758,-45958,-83712,-11033,-13190,-13051,-12520,-14469,-11922,-11262,-10178,-8088,-12107,-13230,-11953,-12707,-13288,-13765,-14293,-12391
-38178,-42768,-46168,-84020,-10974,-13432,-13098,-11899,-14943,-11982,-11335,-10092,-7535,-12353,-13087,-12274,-12993,-13338,-13896,-13892,-12525
-38045,-42616,-46433,-84053,-10866,-13553,-13091,-11764,-14941,-12234,-11820,-10480,-7475,-12645,-13299,-12181,-13242,-13370,-13900,-13560,-12660
-38248,-42950,-46546,-84244,-10635,-13438,-13169,-11773,-14481,-12324,-11966,-11031,-7547,-12676,-13286,-12215,-13455,-13118,-13883,-13447,-13024
-38247,-43156,-46639,-84418,-10559,-13380,-12745,-11761,-14105,-12476,-11853,-11236,-7692,-12311,-13600,-12238,-13613,-12977,-13524,-13504,-13280
-38318,-43403,-46489,-84251,-10792,-13337,-12910,-11680,-13567,-12528,-11631,-11343,-7902,-11775,-13867,-12057,-13591,-13231,-13402,-13497,-13279
-38235,-43481,-46227,-84395,-10938,-13459,-12843,-11819,-13405,-12628,-11418,-11257,-7919,-11356,-14087,-12108,-13510,-13120,-13515,-13636,-13280
-38262,-43263,-46125,-84460,-11039,-13451,-12737,-12107,-13266,-12651,-11340,-11033,-8161,-11179,-14106,-12164,-13334,-13385,-13621,-13738,-13016
-38086,-42909,-45962,-84506,-10824,-13320,-12676,-12289,-13323,-12555,-11521,-11041,-8290,-11429,-13742,-12390,-13296,-13743,-13735,-13565,-12578
-38210,-42748,-45851,-84591,-11151,-13552,-12922,-12856,-12987,-12560,-11847,-10728,-8457,-11712,-13527,-12515,-13327,-13810,-13589,-13773,-12527
-38190,-42446,-45924,-84803,-10869,-13648,-13027,-12907,-12864,-12771,-12127,-10809,-8783,-12283,-13287,-12386,-13282,-13593,-13448,-14251,-12556
-38444,-42665,-46208,-85127,-10872,-13699,-12958,-12827,-12764,-13194,-12425,-10851,-9027,-12600,-13378,-12469,-13503,-13521,-13522,-14593,-12739
-38423,-42565,-46180,-85224,-10843,-13932,-12709,-12510,-12876,-13288,-12642,-10910,-9152,-12981,-13325,-12501,-13564,-13177,-13527,-14703,-12624
-38591,-42497,-46381,-84988,-10582,-13614,-12670,-12233,-13061,-13497,-12702,-11270,-9206,-13213,-13629,-12709,-13588,-12725,-13602,-14887,-12814
-38376,-42319,-46485,-84838,-10873,-13497,-12353,-12250,-13082,-13284,-12392,-11448,-9033,-13262,-13961,-12742,-13647,-12671,-13703,-15129,-13056
-38517,-42356,-46197,-84832,-10767,-13496,-12168,-12155,-13017,-13421,-12080,-11197,-8836,-13179,-14139,-12927,-13474,-12620,-13756,-14643,-12938
-38356,-42216,-46021,-84867,-10670,-13327,-12156,-12294,-13243,-13475,-11795,-11371,-8687,-12675,-14349,-12939,-13706,-12556,-13510,-14475,-13349
-38732,-42429,-46122,-84876,-10647,-13066,-12003,-12367,-13062,-13549,-11610,-11457,-8653,-12641,-14196,-12761,-13767,-12657,-13519,-14135,-13488
-38931,-42231,-45969,-84816,-10565,-12995,-11822,-12638,-12926,-13539,-12133,-11431,-8540,-12623,-13910,-12663,-14047,-12658,-13332,-14204,-13791
-39110,-42130,-45985,-85090,-10420,-12994,-11873,-13000,-12499,-13671,-12377,-11720,-8302,-12401,-13387,-12564,-14069,-12812,-13313,-14520,-13725
-39277,-42147,-45993,-85269,-10553,-13061,-12083,-13312,-12090,-13261,-12726,-11550,-8351,-12478,-13073,-12606,-14143,-12904,-13207,-14785,-14036
-39359,-42210,-45871,-85285,-10430,-13189,-12334,-13539,-11636,-13248,-12933,-11623,-8341,-12156,-12770,-12604,-14277,-13066,-13492,-14989,-14326
-39652,-42409,-45959,-85270,-10431,-13144,-12507,-13612,-11676,-13373,-12964,-11494,-8481,-12288,-12924,-12785,-14337,-13004,-13793,-14886,-14711
-39610,-42324,-45802,-84992,-10426,-13212,-12821,-13433,-11683,-13559,-12853,-11637,-8439,-12355,-13084,-12825,-14103,-12837,-14434,-14666,-14665
-39432,-42123,-45696,-84717,-10548,-13055,-12825,-13238,-12071,-13805,-12814,-11734,-8667,-12630,-13427,-12949,-14105,-12969,-14511,-15045,-14862
-39420,-42016,-45886,-84451,-10748,-12739,-12922,-13409,-12385,-13533,-12539,-11806,-8536,-12774,-13501,-13265,-13947,-13099,-14782,-14934,-14905
-39037,-42042,-45976,-84420,-11006,-12548,-12791,-13310,-12625,-13769,-12827,-11899,-8610,-12910,-13623,-13162,-13805,-13300,-14732,-15215,-14567
-39093,-42068,-46016,-84148,-11016,-12290,-12592,-13167,-12934,-13851,-12973,-11951,-8773,-12916,-13723,-13547,-14056,-13593,-14755,-15426,-14437
-39152,-42035,-45774,-84339,-11305,-12274,-12528,-13180,-12993,-14018,-12919,-12403,-8933,-12768,-13565,-13813,-14323,-13888,-14767,-15624,-14107
-39357,-42073,-45546,-84491,-11516,-12379,-12596,-13260,-12844,-14239,-12920,-12540,-9027,-12487,-13235,-13729,-14664,-14060,-14794,-15842,-14057
-39453,-42182,-45638,-84867,-11738,-12694,-12375,-13226,-13147,-14238,-12779,-12394,-8964,-12526,-13107,-13856,-14998,-13864,-14713,-15894,-14423
-39576,-42378,-45709,-85038,-11699,-13126,-12623,-13124,-13229,-14269,-12553,-12173,-8964,-12574,-13359,-13913,-15289,-13788,-14773,-15705,-14667
-39420,-42403,-45847,-85297,-11591,-13569,-12776,-13280,-13605,-14430,-12366,-11693,-9087,-12476,-13547,-13989,-15642,-13831,-15106,-15637,-15154
-39710,-42697,-45730,-85452,-11783,-13945,-13019,-13502,-13396,-14692,-12046,-11664,-9111,-12155,-13841,-14131,-15486,-13736,-15437,-15887,-15374
-39960,-42808,-45580,-85537,-11331,-14248,-13658,-13649,-13107,-14833,-12227,-11662,-9482,-12330,-14000,-14025,-15308,-13709,-15763,-15976,-15785
-40451,-42840,-45791,-85825,-11405,-14460,-14042,-13770,-12880,-14596,-12241,-11942,-9578,-12580,-14152,-13961,-15109,-13857,-16364,-16414,-16053
-40394,-42771,-45837,-86097,-11372,-14394,-14247,-13972,-12693,-14483,-12264,-12338,-9895,-13239,-13957,-14088,-15107,-13909,-16617,-16697,-16261
-40477,-42785,-45529,-86399,-11647,-14271,-14148,-14253,-12551,-14595,-12480,-12780,-10064,-13400,-13887,-14019,-15364,-14158,-16783,-16921,-16684
-40757,-42776,-45726,-86586,-12270,-14120,-13908,-14485,-12451,-14694,-12374,-12674,-9812,-13353,-14344,-14196,-15666,-14505,-17087,-16916,-17007
-40656,-42829,-45582,-87058,-12374,-13921,-13842,-14836,-12717,-14658,-12461,-12899,-9720,-13607,-14302,-14077,-15733,-14340,-17198,-16868,-17635
-40664,-42684,-45698,-86971,-12696,-13898,-13689,-14969,-12559,-14704,-12588,-12653,-9613,-13418,-14354,-14361,-15950,-14684,-17072,-16925,-17816
-40710,-42796,-45873,-86803,-12895,-14288,-13575,-14777,-12449,-14700,-12512,-12803,-9610,-13451,-14556,-14748,-15900,-15111,-16890,-17110,-17834
-40703,-42897,-46154,-86587,-13057,-14244,-13603,-14616,-12366,-14807,-12841,-12793,-9563,-13409,-14337,-14965,-15453,-15285,-16968,-17577,-17575
-40659,-43206,-46737,-86523,-13099,-14509,-13854,-14472,-11684,-15219,-13208,-12994,-9887,-13606,-14296,-14970,-15704,-15647,-16949,-17948,-17379
-40723,-43506,-46874,-86226,-13040,-14577,-14128,-14452,-11689,-15337,-13320,-13142,-9767,-13889,-14533,-15128,-15673,-16030,-17104,-18480,-17434
-40930,-43731,-46961,-86428,-12922,-14962,-14452,-14693,-11409,-15758,-13441,-13251,-9913,-14143,-14478,-14985,-15969,-16184,-17298,-18517,-17714
-41038,-43919,-46970,-86813,-12905,-15087,-14732,-14854,-11191,-15719,-13468,-13836,-9967,-14397,-14294,-14895,-16043,-16405,-17499,-18619,-18026
-40845,-44037,-47020,-86788,-13041,-15201,-14997,-15339,-11452,-15880,-13333,-14246,-9895,-14308,-14623,-14917,-16394,-16681,-17617,-18551,-18193
-40955,-43817,-47302,-87084,-13247,-14892,-15329,-15339,-11467,-16085,-13396,-14291,-10125,-14287,-14986,-15215,-16483,-16719,-17789,-18874,-18465
-41168,-43702,-47399,-87582,-13741,-14762,-15460,-15384,-11774,-16137,-13647,-14614,-10076,-14308,-15337,-15112,-16652,-16899,-18103,-18750,-18607
-41164,-43807,-47444,-87979,-14097,-15163,-15523,-15439,-12136,-16209,-13696,-14746,-10180,-14587,-15191,-15324,-16762,-17138,-18121,-18844,-18537
-41400,-43884,-47762,-88276,-14535,-15514,-15656,-15316,-12491,-16216,-13969,-14443,-10628,-14574,-15218,-15418,-16954,-17149,-18403,-18858,-18255
-41516,-43875,-47549,-88686,-14884,-15828,-15606,-15298,-12819,-16348,-14129,-14618,-10969,-14721,-15280,-15545,-17361,-17220,-18690,-18963,-18098
-41537,-44109,-47774,-88837,-14927,-16055,-15703,-15500,-12580,-16321,-14293,-14821,-11083,-14763,-15257,-15586,-17611,-17648,-18863,-19148,-17729
-41504,-44273,-47731,-89102,-14815,-16154,-15618,-15513,-12619,-16682,-14307,-14901,-11153,-14532,-15497,-15964,-17912,-17809,-19134,-19039,-17549
-41526,-44292,-47653,-89255,-15055,-16118,-16015,-15788,-12254,-16756,-14365,-14980,-11181,-14544,-15643,-16125,-17888,-18180,-19298,-19194,-17432
-41523,-44388,-47761,-89619,-15297,-16260,-16156,-15928,-12067,-17124,-14358,-14935,-11161,-14615,-15739,-16159,-17912,-18488,-19155,-19208,-17697
-41353,-44421,-47635,-89731,-15837,-16431,-16299,-15995,-12184,-17373,-14525,-15051,-11074,-14839,-16179,-16176,-17877,-18872,-19311,-19276,-17925
-41387,-44352,-47718,-89760,-16198,-16762,-16671,-16192,-12052,-17350,-14311,-15027,-11305,-15416,-16657,-16195,-18121,-19184,-19106,-19110,-17781
-41209,-44440,-48279,-89598,-16606,-16889,-16956,-16605,-12022,-17437,-14267,-15167,-11443,-16061,-16972,-16469,-18534,-19292,-19079,-19397,-17892
-41324,-44028,-48407,-89327,-16985,-17160,-17113,-16773,-12369,-17376,-14693,-15492,-11619,-16443,-17043,-16404,-18799,-19494,-19109,-19609,-17961
-41421,-43799,-48418,-89342,-17052,-17394,-17080,-16949,-12915,-17362,-15153,-15778,-11834,-16725,-17192,-16736,-19180,-19363,-18799,-19632,-17679
-41232,-43534,-48817,-89303,-17050,-17505,-17110,-17273,-13289,-17546,-15420,-15858,-12143,-16612,-17487,-16828,-19330,-19403,-18760,-19435,-17559
